Passenger ID,First Name,Last Name,Gender,Age,Nationality,Airport Name,Airport Country Code,Country Name,Airport Continent,Continents,Departure Date,Arrival Airport,Pilot Name,Flight Status,Day of Departure,Time of Departure,WeatherDelay,NASDelay,SecurityDelay,CarrierDelay,ArrivalDelay,DepartureDelay,Year,Month,DepartureHour,Route,IsDelayed,IsCancelled
sdPloF,Ax,Stonehewer,Male,68,China,Urrao Airport,CO,Colombia,SAM,South America,2022-02-02,URR,Robers Chasmor,Cancelled,Friday,2026-03-13 02:06:21,33,82,90,15,28,24,2022,2,2,Urrao Airport - URR,0,1
QiYjLU,Madelyn,Pithcock,Female,35,Indonesia,Alexandria International Airport,US,United States,NAM,North America,2022-09-05,AEX,Rachelle Tongs,On Time,Friday,2026-03-13 14:30:16,70,121,48,69,90,86,2022,9,14,Alexandria International Airport - AEX,0,0
rE2M2Y,Nolie,Skewis,Female,39,Slovenia,Phoenix-Mesa-Gateway Airport,US,United States,NAM,North America,2022-07-27,AZA,Marthe Mill,On Time,Saturday,2026-03-13 13:04:07,2,11,7,31,52,49,2022,7,13,Phoenix-Mesa-Gateway Airport - AZA,0,0
Hqpbsk,Davidson,De la Yglesias,Male,12,Philippines,Angoram Airport,PG,Papua New Guinea,OC,Oceania,2022-01-02,AGG,Hetty Roch,Cancelled,Saturday,2026-03-13 16:30:53,46,92,53,52,73,70,2022,1,16,Angoram Airport - AGG,0,1
3DF6G3,Godfree,Zecchinii,Male,61,Ireland,Bella Bella (Campbell Island) Airport,CA,Canada,NAM,North America,2022-08-15,ZEL,Norbie Archanbault,On Time,Saturday,2026-03-13 14:02:02,77,136,25,7,14,11,2022,8,14,Bella Bella (Campbell Island) Airport - ZEL,0,0
zv27ZO,Elspeth,Snasdell,Female,69,Portugal,Circle Hot Springs Airport,US,United States,NAM,North America,2022-08-15,CHP,Annora Sisley,Cancelled,Sunday,2026-03-13 08:12:11,14,57,69,95,120,115,2022,8,8,Circle Hot Springs Airport - CHP,0,1
HJjdTm,Melloney,Poplee,Female,17,Poland,Coronel FAP Alfredo Mendivil Duarte Airport,PE,Peru,SAM,South America,2022-07-27,AYP,Davidson Faughny,Cancelled,Monday,2026-03-13 12:42:27,6,28,80,17,33,29,2022,7,12,Coronel FAP Alfredo Mendivil Duarte Airport - AYP,0,1
o4hAY4,Mame,Yendle,Female,60,Saudi Arabia,Warraber Island Airport,AU,Australia,OC,Oceania,2022-07-06,SYU,Melvyn Killingsworth,Delayed,Monday,2026-03-13 09:19:52,59,118,36,63,85,80,2022,7,9,Warraber Island Airport - SYU,1,0
RYrT4n,Dorella,Dutson,Female,3,China,Eunice Airport,US,United States,NAM,North America,2022-04-03,UCE,Aila Boulsher,Delayed,Monday,2026-03-13 07:23:13,21,75,94,24,42,39,2022,4,7,Eunice Airport - UCE,1,0
93KoyX,Devlin,Clynmans,Male,47,Costa Rica,Indigo Bay Lodge Airport,MZ,Mozambique,AF,Africa,2022-12-24,IBL,Donella Peare,On Time,Tuesday,2026-03-13 01:46:44,83,129,52,44,66,60,2022,12,1,Indigo Bay Lodge Airport - IBL,0,0
SpfeWW,Harald,Spowart,Male,71,Philippines,Wonderboom Airport,ZA,South Africa,AF,Africa,2022-05-15,PRY,Thom Jaimez,On Time,Tuesday,2026-03-13 20:26:23,35,64,20,11,21,17,2022,5,20,Wonderboom Airport - PRY,0,0
YrqBZY,Germayne,Bartali,Male,66,China,Amborovy Airport,MG,Madagascar,AF,Africa,2022-03-25,MJN,Cleon Rubenovic,Delayed,Thursday,2026-03-13 21:59:42,96,140,47,74,96,92,2022,3,21,Amborovy Airport - MJN,1,0
q3afK4,Wain,Abrahamsson,Male,76,Argentina,Drift River Airport,US,United States,NAM,North America,2022-10-06,DRF,Eduardo Rudwell,Delayed,Friday,2026-03-13 23:52:50,11,43,61,29,47,43,2022,10,23,Drift River Airport - DRF,1,0
MQYq1D,Heloise,Culverhouse,Female,29,Sweden,Masvingo International Airport,ZW,Zimbabwe,AF,Africa,2022-09-03,MVZ,Rosmunda Strood,On Time,Saturday,2026-03-13 04:18:28,24,71,88,38,59,56,2022,9,4,Masvingo International Airport - MVZ,0,0
gFTRqX,Jerald,Boar,Male,58,China,Carimagua Airport,CO,Colombia,SAM,South America,2022-09-27,CCO,Shana Dolohunty,Cancelled,Monday,2026-03-13 09:40:04,68,107,30,13,26,23,2022,9,9,Carimagua Airport - CCO,0,1
FB8Uc2,Valentin,Bakes,Male,35,China,Mount Isa Airport,AU,Australia,OC,Oceania,2022-09-11,ISA,Cordie Gypps,Delayed,Tuesday,2026-03-13 16:05:11,41,95,72,57,78,74,2022,9,16,Mount Isa Airport - ISA,1,0
EJUtKQ,Jessa,McQuorkel,Female,8,China,Talkeetna Airport,US,United States,NAM,North America,2022-06-27,TKA,Austine MacIver,Delayed,Wednesday,2026-03-13 12:19:38,3,15,12,32,53,48,2022,6,12,Talkeetna Airport - TKA,1,0
47cxSs,Manny,Cridlon,Male,67,Italy,Lynchburg Regional Preston Glenn Field,US,United States,NAM,North America,2022-05-25,LYH,Ari Houson,On Time,Thursday,2026-03-13 13:49:00,52,113,56,48,71,68,2022,5,13,Lynchburg Regional Preston Glenn Field - LYH,0,0
5lyKKa,Guillaume,Scarfe,Male,15,Romania,Calais-Dunkerque Airport,FR,France,EU,Europe,2022-10-19,CQF,Janelle Beecker,Cancelled,Thursday,2026-03-13 21:45:31,88,134,40,9,16,13,2022,10,21,Calais-Dunkerque Airport - CQF,0,1
Uwjetj,Roxane,McNeice,Female,14,China,Arturo Michelena International Airport,VE,"Venezuela, Bolivarian Republic of",SAM,South America,2022-08-16,VLN,Ruy Westfalen,Delayed,Friday,2026-03-13 20:23:50,16,49,79,88,108,102,2022,8,20,Arturo Michelena International Airport - VLN,1,0
yfy45i,Reider,Facher,Male,34,Peru,Maimana Airport,AF,Afghanistan,AS,Asia,2022-10-27,MMZ,Mallissa Forty,Delayed,Saturday,2026-03-13 16:19:41,73,120,33,20,35,31,2022,10,16,Maimana Airport - MMZ,1,0
fx34ou,Amberly,Worham,Female,66,Uzbekistan,Branson Airport,US,United States,NAM,North America,2022-12-03,BKG,Analiese Edgcombe,Cancelled,Sunday,2026-03-13 15:02:44,28,62,85,62,84,79,2022,12,15,Branson Airport - BKG,0,1
PZSDWt,Karine,Trevers,Female,41,China,Qayyarah West Airport,IQ,Iraq,AS,Asia,2022-09-17,RQW,Rudolf Ayto,Cancelled,Monday,2026-03-13 12:53:23,7,22,9,27,46,41,2022,9,12,Qayyarah West Airport - RQW,0,1
cVINJM,Osborne,Rawling,Male,60,Sweden,Saglek Airport,CA,Canada,NAM,North America,2022-11-09,YSV,Moyra Huntriss,On Time,Monday,2026-03-13 02:05:43,61,102,50,50,72,69,2022,11,2,Saglek Airport - YSV,0,0
LFvwg4,Norbie,Crannis,Male,16,Argentina,Ihu Airport,PG,Papua New Guinea,OC,Oceania,2022-01-21,IHU,Noll Farrah,Delayed,Thursday,2026-03-13 09:24:45,94,139,24,16,29,25,2022,1,9,Ihu Airport - IHU,1,0
97Cxoz,Bartholemy,Spino,Male,90,Czech Republic,Narathiwat Airport,TH,Thailand,AS,Asia,2022-01-04,NAW,Mar Bartrop,On Time,Thursday,2026-03-13 13:30:40,37,84,67,70,93,89,2022,1,13,Narathiwat Airport - NAW,0,0
d5o2xU,Ric,Laroux,Male,61,Lithuania,Immokalee Regional Airport,US,United States,NAM,North America,2022-12-17,IMM,Harwilll Neale,Delayed,Thursday,2026-03-13 02:47:53,19,53,91,33,54,50,2022,12,2,Immokalee Regional Airport - IMM,1,0
iz6cxd,Wilfrid,Nibley,Male,56,Russia,Erzurum International Airport,TR,Turkey,AS,Asia,2022-08-12,ERZ,Harris Cockshott,On Time,Thursday,2026-03-13 10:21:47,80,128,46,42,64,61,2022,8,10,Erzurum International Airport - ERZ,0,0
x4693Z,Josi,Sanger,Female,45,Ireland,Bahías de Huatulco International Airport,MX,Mexico,NAM,North America,2022-05-16,HUX,Tansy Beamont,Cancelled,Sunday,2026-03-13 08:44:37,25,69,76,4,9,7,2022,5,8,Bahías de Huatulco International Airport - HUX,0,1
6NhZJF,Karita,Petrusch,Female,28,Russia,Marana Regional Airport,US,United States,NAM,North America,2022-07-10,AVW,Smith Kenlin,Delayed,Thursday,2026-03-13 17:01:15,58,116,31,77,99,95,2022,7,17,Marana Regional Airport - AVW,1,0
nESe6U,Goldy,Renfield,Female,14,China,Flamingo Airport,CR,Costa Rica,NAM,North America,2022-03-21,FMG,Gerardo Grahamslaw,On Time,Thursday,2026-03-13 08:37:50,42,90,58,22,38,34,2022,3,8,Flamingo Airport - FMG,0,0
G9JQLE,Bevin,Silliman,Male,90,Philippines,Odate Noshiro Airport,JP,Japan,AS,Asia,2022-08-31,ONJ,Berte Starbuck,On Time,Friday,2026-03-13 19:23:40,10,36,14,53,75,71,2022,8,19,Odate Noshiro Airport - ONJ,0,0
g5W0Fs,Nollie,Wetherill,Male,4,Czech Republic,Mid Ohio Valley Regional Airport,US,United States,NAM,North America,2022-09-15,PKB,Alaster Pinching,On Time,Sunday,2026-03-13 22:40:06,66,111,70,30,49,45,2022,9,22,Mid Ohio Valley Regional Airport - PKB,0,0
s4GwX9,Lawrence,Fawley,Male,81,Mexico,Moanda Airport,GA,Gabon,AF,Africa,2022-01-16,MFF,Agneta Fryd,On Time,Monday,2026-03-13 08:50:08,31,74,87,64,86,82,2022,1,8,Moanda Airport - MFF,0,0
XpDMCq,Gillan,Bizzey,Female,87,China,Coolibah Airport,AU,Australia,OC,Oceania,2022-07-18,COB,Celeste Bundy,Cancelled,Tuesday,2026-03-13 18:20:19,97,143,28,19,34,30,2022,7,18,Coolibah Airport - COB,0,1
o8yG4V,Aeriela,Bresson,Female,15,China,Karluk Airport,US,United States,NAM,North America,2022-08-24,KYK,Bee Castro,Delayed,Wednesday,2026-03-13 21:08:15,20,60,81,46,68,63,2022,8,21,Karluk Airport - KYK,1,0
afj3az,Mack,Luc,Male,40,Indonesia,Tetiaroa Airport,PF,French Polynesia,OC,Oceania,2022-05-17,TTI,Alie Arons,Cancelled,Thursday,2026-03-13 20:39:40,75,125,35,23,45,38,2022,5,20,Tetiaroa Airport - TTI,0,1
9tw4cO,Brewster,Hallin,Male,22,Cuba,Rupsi India Airport,IN,India,AS,Asia,2022-03-05,RUP,Marlon Faudrie,Delayed,Saturday,2026-03-13 11:37:37,13,48,62,12,30,27,2022,3,11,Rupsi India Airport - RUP,1,0
9LvmgF,Way,Dibb,Male,13,China,Solovki Airport,RU,Russian Federation,EU,Europe,2022-04-11,CSH,Rozelle Stubbe,Delayed,Sunday,2026-03-13 01:48:38,84,131,44,45,60,55,2022,4,1,Solovki Airport - CSH,1,0
wPNUR1,Tabbatha,Audenis,Female,2,China,Stevens Village Airport,US,United States,NAM,North America,2022-01-29,SVS,Olag Popland,Cancelled,Monday,2026-03-13 20:42:55,36,83,93,8,18,12,2022,1,20,Stevens Village Airport - SVS,0,1
dTV4nT,Juana,Yakubovics,Female,80,Indonesia,Guanare Airport,VE,"Venezuela, Bolivarian Republic of",SAM,South America,2022-06-26,GUQ,Bamby Stanier,On Time,Monday,2026-03-13 04:49:16,1,12,6,67,80,75,2022,6,4,Guanare Airport - GUQ,0,0
2u8xlo,Zola,Tysall,Female,11,China,Ramsar Airport,IR,"Iran, Islamic Republic of",AS,Asia,2022-02-18,RZR,Darb Spiring,Delayed,Tuesday,2026-03-13 11:20:27,49,100,57,34,50,46,2022,2,11,Ramsar Airport - RZR,1,0
8goIGX,Devonne,Tredgold,Female,22,South Africa,Fakfak Airport,ID,Indonesia,AS,Asia,2022-12-10,FKQ,Jilli Brettor,Delayed,Tuesday,2026-03-13 06:06:18,92,137,26,5,10,8,2022,12,6,Fakfak Airport - FKQ,1,0
OCtWOr,Ardys,Wittier,Female,31,Australia,Lahti Vesivehmaa Airport,FI,Finland,EU,Europe,2022-12-04,QLF,Abeu Casillis,Cancelled,Tuesday,2026-03-13 23:31:13,17,55,73,90,110,105,2022,12,23,Lahti Vesivehmaa Airport - QLF,0,1
nw80OO,Almire,Kilgrove,Female,49,Cameroon,Andrés Sabella Gálvez International Airport,CL,Chile,SAM,South America,2022-09-14,ANF,Tailor Biaggioni,Cancelled,Wednesday,2026-03-13 04:14:29,64,108,39,14,25,20,2022,9,4,Andrés Sabella Gálvez International Airport - ANF,0,1
Agn6U6,Kennan,Minogue,Male,38,China,Pakse International Airport,LA,Lao People's Democratic Republic,AS,Asia,2022-09-14,PKZ,Estella Murrell,Cancelled,Wednesday,2026-03-13 11:23:46,29,67,82,39,55,50,2022,9,11,Pakse International Airport - PKZ,0,1
3WlYdX,Washington,Dumsday,Male,44,China,Fukue Airport,JP,Japan,AS,Asia,2022-06-04,FUJ,Thaddeus Sutor,On Time,Friday,2026-03-13 00:48:43,6,21,15,72,95,88,2022,6,0,Fukue Airport - FUJ,0,0
1fOHJL,Georgie,Curphey,Male,26,Japan,Chiloquin State Airport,US,United States,NAM,North America,2022-11-23,CHZ,Roseann Ornelas,Cancelled,Saturday,2026-03-13 09:11:14,57,114,54,18,40,35,2022,11,9,Chiloquin State Airport - CHZ,0,1
ograoN,Jaquelin,Suttaby,Female,12,France,Moultrie Municipal Airport,US,United States,NAM,North America,2022-10-14,MGR,Eli Collister,On Time,Sunday,2026-03-13 12:36:50,81,127,42,6,12,10,2022,10,12,Moultrie Municipal Airport - MGR,0,0
RBvHYV,Wilma,Baack,Female,81,United States,Chesterfield Inlet Airport,CA,Canada,NAM,North America,2022-06-26,YCS,Luther Huie,On Time,Thursday,2026-03-13 23:26:11,34,79,96,55,70,64,2022,6,23,Chesterfield Inlet Airport - YCS,0,0
XMg15q,Cherice,Cromar,Female,82,Philippines,Wau Airport,SS,South Sudan,AF,Africa,2022-02-10,WUU,Ruperto Jelf,On Time,Thursday,2026-03-13 18:48:08,22,63,68,28,48,44,2022,2,18,Wau Airport - WUU,0,0
LFdNQN,Jeana,Fray,Female,68,Poland,Ordu Giresun Airport,TR,Turkey,AS,Asia,2022-10-06,OGU,Lenore Armytage,On Time,Friday,2026-03-13 09:53:55,90,135,27,41,63,58,2022,10,9,Ordu Giresun Airport - OGU,0,0
Qm8CqH,Stacey,Lindeman,Female,11,China,Wang-an Airport,TW,"Taiwan, Province of China",AS,Asia,2022-07-10,WOT,Avery Serck,Cancelled,Friday,2026-03-13 07:21:43,40,91,59,3,7,5,2022,7,7,Wang-an Airport - WOT,0,1
Vr3cqA,Jose,Jeffers,Male,35,Nigeria,Drayton Valley Industrial Airport,CA,Canada,NAM,North America,2022-03-07,YDC,Zack Cassley,Cancelled,Sunday,2026-03-13 22:09:13,15,47,84,60,82,79,2022,3,22,Drayton Valley Industrial Airport - YDC,0,1
SFJtE5,Sterne,Cowland,Male,63,Russia,Animas Air Park,US,United States,NAM,North America,2022-05-31,AMK,Lillian Nanninini,Delayed,Sunday,2026-03-13 11:36:31,69,109,38,21,37,33,2022,5,11,Animas Air Park - AMK,1,0
EXI2vH,Kippy,Booth,Male,56,Philippines,Telfer Airport,AU,Australia,OC,Oceania,2022-09-06,TEF,Nicko Mulberry,Cancelled,Monday,2026-03-13 12:48:12,81,127,42,47,69,65,2022,9,12,Telfer Airport - TEF,0,1
n5xHT6,Cara,Fraanchyonok,Female,27,France,Playa Grande Airport,GT,Guatemala,NAM,North America,2022-04-02,PKJ,Teddy Fidian,Cancelled,Wednesday,2026-03-13 05:07:42,34,79,96,10,22,18,2022,4,5,Playa Grande Airport - PKJ,0,1
q59Rip,Gaby,Rowledge,Male,71,Indonesia,Limeira Airport,BR,Brazil,SAM,South America,2022-02-05,QGB,Rafi Norton,Delayed,Wednesday,2026-03-13 18:31:13,81,127,42,83,104,98,2022,2,18,Limeira Airport - QGB,1,0
XjMFf4,Maribel,Enrietto,Female,72,Poland,Lansdowne Airport,AU,Australia,OC,Oceania,2022-01-02,LDW,Alyosha Angell,Delayed,Wednesday,2026-03-13 01:28:54,34,79,96,26,44,40,2022,1,1,Lansdowne Airport - LDW,1,0
BU9F6R,Oliy,Wessing,Female,14,France,Jacksonville International Airport,US,United States,NAM,North America,2022-04-09,JAX,Hetti Hort,Delayed,Thursday,2026-03-13 16:11:31,22,63,68,36,58,54,2022,4,16,Jacksonville International Airport - JAX,1,0
48iCgM,Claudelle,Myles,Female,33,Poland,Cotulla-La Salle County Airport,US,United States,NAM,North America,2022-01-25,COT,Hayden Gusticke,Cancelled,Thursday,2026-03-13 00:55:10,90,135,27,15,28,24,2022,1,0,Cotulla-La Salle County Airport - COT,0,1
hnTsnu,Blondy,Carverhill,Female,77,Indonesia,Kuala Lumpur International Airport,MY,Malaysia,AS,Asia,2022-03-21,KUL,Jeremie Zimek,On Time,Thursday,2026-03-13 15:57:36,40,91,59,69,90,86,2022,3,15,Kuala Lumpur International Airport - KUL,0,0
uk8Bt8,Edward,Clawley,Male,23,Russia,Sambu Airport,PA,Panama,NAM,North America,2022-03-31,SAX,Hillel Lafay,On Time,Thursday,2026-03-13 06:23:22,15,47,84,31,52,49,2022,3,6,Sambu Airport - SAX,0,0
jeAtnn,Rawley,Matuszkiewicz,Male,39,Palestinian Territory,Norwood Memorial Airport,US,United States,NAM,North America,2022-04-13,OWD,Lise Porritt,On Time,Friday,2026-03-13 08:51:04,69,109,38,52,73,70,2022,4,8,Norwood Memorial Airport - OWD,0,0
YF0sqq,Desdemona,Gaywood,Female,40,China,Cancún International Airport,MX,Mexico,NAM,North America,2022-08-29,CUN,Carmel Guntrip,On Time,Friday,2026-03-13 07:16:16,26,72,71,7,14,11,2022,8,7,Cancún International Airport - CUN,0,0
dHSRBc,Patrizio,Castellani,Male,3,Thailand,Wawoi Falls Airport,PG,Papua New Guinea,OC,Oceania,2022-02-21,WAJ,Dennet Signorelli,Delayed,Friday,2026-03-13 18:35:52,53,115,32,95,120,115,2022,2,18,Wawoi Falls Airport - WAJ,1,0
btpKEG,Darby,Kilby,Male,15,Brazil,Bermejo Airport,BO,"Bolivia, Plurinational State of",SAM,South America,2022-04-14,BJO,Carver Izsak,Delayed,Saturday,2026-03-13 04:48:39,98,144,23,17,33,29,2022,4,4,Bermejo Airport - BJO,1,0
rtBfmV,Heath,McCluskey,Female,82,Albania,Kadena Air Base,JP,Japan,AS,Asia,2022-09-04,DNA,Bernete Ansty,On Time,Saturday,2026-03-13 09:57:02,32,76,89,63,85,80,2022,9,9,Kadena Air Base - DNA,0,0
w1nv6W,Saba,Merrilees,Female,4,China,Tsile Tsile Airport,PG,Papua New Guinea,OC,Oceania,2022-08-17,TSI,Jacquelin Grigoryev,On Time,Sunday,2026-03-13 14:58:57,7,24,13,24,42,39,2022,8,14,Tsile Tsile Airport - TSI,0,0
Vd7iKi,Arda,Schoular,Female,4,China,Pampa Guanaco Airport,CL,Chile,SAM,South America,2022-03-01,DPB,Jolynn Dowall,Cancelled,Monday,2026-03-13 03:47:36,60,103,65,44,66,60,2022,3,3,Pampa Guanaco Airport - DPB,0,1
VRBcKQ,Reinald,Mingardo,Male,33,Poland,Atyrau Airport,KZ,Kazakhstan,AS,Asia,2022-07-27,GUW,Lilian Kleiser,Delayed,Monday,2026-03-13 14:42:47,85,130,49,11,21,17,2022,7,14,Atyrau Airport - GUW,1,0
8IcCkh,Margery,Pawelec,Female,15,United States,Council Airport,US,United States,NAM,North America,2022-11-25,CIL,Ludvig Hynam,Cancelled,Tuesday,2026-03-13 01:51:41,38,86,78,74,96,92,2022,11,1,Council Airport - CIL,0,1
zNKNvJ,Arther,Malia,Male,64,United States,Montgomery-Gibbs Executive Airport,US,United States,NAM,North America,2022-03-19,MYF,Melisent Bayly,Cancelled,Tuesday,2026-03-13 10:58:07,18,50,97,29,47,43,2022,3,10,Montgomery-Gibbs Executive Airport - MYF,0,1
swGAlJ,Bernette,Lindenberg,Female,32,Dominica,Ladouanie Airport,SR,Suriname,SAM,South America,2022-08-09,LDO,Maxie Houndsom,Delayed,Wednesday,2026-03-13 19:39:31,74,119,43,38,59,56,2022,8,19,Ladouanie Airport - LDO,1,0
alMeXn,Tallie,Folkes,Female,41,Indonesia,Zhigansk Airport,RU,Russian Federation,AS,Asia,2022-05-30,ZIX,Beth Lamperd,Cancelled,Thursday,2026-03-13 05:30:27,30,68,75,13,26,23,2022,5,5,Zhigansk Airport - ZIX,0,1
zwGTkG,Ardith,Kynan,Female,44,Macedonia,Tongoa Airport,VU,Vanuatu,OC,Oceania,2022-11-02,TGH,Kati Bawdon,Delayed,Friday,2026-03-13 02:20:49,95,138,22,57,78,74,2022,11,2,Tongoa Airport - TGH,1,0
LkKZBz,Ole,Bigly,Male,89,Indonesia,Montevideo Chippewa County Airport,US,United States,NAM,North America,2022-11-02,MVE,Bartolemo Baddiley,On Time,Saturday,2026-03-13 14:51:16,45,93,66,32,53,48,2022,11,14,Montevideo Chippewa County Airport - MVE,0,0
kJqjOw,Morie,Hammett,Male,86,Russia,Jacksonville Executive at Craig Airport,US,United States,NAM,North America,2022-04-17,CRG,Ansley Boultwood,Delayed,Saturday,2026-03-13 16:59:44,12,35,16,48,71,68,2022,4,16,Jacksonville Executive at Craig Airport - CRG,1,0
v1fpnH,Salvidor,Bunnell,Male,66,Brazil,Kankesanturai Airport,LK,Sri Lanka,AS,Asia,2022-02-03,JAF,Quint Zorzutti,Cancelled,Sunday,2026-03-13 03:53:32,71,117,51,9,16,13,2022,2,3,Kankesanturai Airport - JAF,0,1
j2F2a8,Merla,Oxtarby,Female,50,China,Hattiesburg Laurel Regional Airport,US,United States,NAM,North America,2022-03-22,PIB,Gillan Casewell,On Time,Tuesday,2026-03-13 05:37:08,99,146,24,88,108,102,2022,3,5,Hattiesburg Laurel Regional Airport - PIB,0,0
eimOer,Clarie,Rolph,Female,72,Tanzania,Ghanzi Airport,BW,Botswana,AF,Africa,2022-01-31,GNZ,Tanny Shelton,On Time,Tuesday,2026-03-13 15:31:51,43,89,74,20,35,31,2022,1,15,Ghanzi Airport - GNZ,0,0
BJsRX2,Maura,Cade,Female,85,Indonesia,Knox County Regional Airport,US,United States,NAM,North America,2022-06-03,RKD,Kelvin Marde,On Time,Wednesday,2026-03-13 22:38:36,23,59,92,62,84,79,2022,6,22,Knox County Regional Airport - RKD,0,0
B8Sie0,Aguistin,Brisson,Male,14,Indonesia,Mende-Brenoux Airfield,FR,France,EU,Europe,2022-11-24,MEN,Deborah Dumpleton,Cancelled,Wednesday,2026-03-13 22:09:30,56,112,34,27,46,41,2022,11,22,Mende-Brenoux Airfield - MEN,0,1
q1GS1K,Kelly,Jays,Male,69,Philippines,Şanlıurfa Airport,TR,Turkey,AS,Asia,2022-04-17,SFQ,Harmonia Tant,Cancelled,Thursday,2026-03-13 21:42:11,82,124,63,50,72,69,2022,4,21,Şanlıurfa Airport - SFQ,0,1
k5gl0M,Cass,Joel,Male,47,China,Amedee Army Air Field,US,United States,NAM,North America,2022-06-05,AHC,Kris Chinnick,Cancelled,Saturday,2026-03-13 18:57:10,14,41,85,16,29,25,2022,6,18,Amedee Army Air Field - AHC,0,1
6zGpn6,Lynnell,Kincaid,Female,6,Indonesia,Malcolm McKinnon Airport,US,United States,NAM,North America,2022-07-26,SSI,Sherlocke Matuszewski,Cancelled,Sunday,2026-03-13 21:52:07,67,106,29,70,93,89,2022,7,21,Malcolm McKinnon Airport - SSI,0,1
pUpIYD,Marris,Goldis,Female,25,Philippines,Dunk Island Airport,AU,Australia,OC,Oceania,2022-08-26,DKI,Morna Pozzo,On Time,Sunday,2026-03-13 10:09:44,48,98,58,33,54,50,2022,8,10,Dunk Island Airport - DKI,0,0
FFo9h7,Bess,Mewett,Female,80,China,Fort MacKay/Albian Aerodrome,CA,Canada,NAM,North America,2022-05-03,JHL,Marthe Wigglesworth,On Time,Monday,2026-03-13 09:13:35,5,27,10,42,64,61,2022,5,9,Fort MacKay/Albian Aerodrome - JHL,0,0
msvj9s,Aubert,Palleske,Male,44,China,Groennedal Heliport,GL,Greenland,EU,Europe,2022-02-02,JGR,Alyda Chaloner,Cancelled,Monday,2026-03-13 20:44:39,79,123,69,4,9,7,2022,2,20,Groennedal Heliport - JGR,0,1
xQVCES,Locke,Floyde,Male,64,Thailand,Kneeland Airport,US,United States,NAM,North America,2022-09-10,NLN,Kirstin Earp,Delayed,Monday,2026-03-13 22:03:38,102,145,32,77,99,95,2022,9,22,Kneeland Airport - NLN,1,0
cRg5Jw,Ladonna,Verrill,Female,85,China,Las Flores Airport,CO,Colombia,SAM,South America,2022-04-02,ELB,Wylma Landall,Delayed,Tuesday,2026-03-13 19:02:53,1,51,110,22,38,34,2022,4,19,Las Flores Airport - ELB,1,0
fTqlyL,Michele,Currey,Male,52,Sweden,Nogliki Airport,RU,Russian Federation,EU,Europe,2022-03-11,NGK,Brittaney Fridd,On Time,Tuesday,2026-03-13 23:08:58,2,92,110,53,75,71,2022,3,23,Nogliki Airport - NGK,0,0
LlXxDt,Prent,Di Ruggero,Male,23,France,Seunagan Airport,ID,Indonesia,AS,Asia,2022-11-03,MEQ,Deni Lunge,Delayed,Tuesday,2026-03-13 18:09:34,3,14,33,30,49,45,2022,11,18,Seunagan Airport - MEQ,1,0
6ROcl8,Dill,Gorusso,Male,76,Vietnam,Sentani International Airport,ID,Indonesia,AS,Asia,2022-03-29,DJJ,Selie Croley,On Time,Wednesday,2026-03-13 14:14:00,87,132,41,64,86,82,2022,3,14,Sentani International Airport - DJJ,0,0
Q50hvG,Leelah,Cisar,Female,17,Peru,Coffs Harbour Airport,AU,Australia,OC,Oceania,2022-03-03,CFS,Joane Diment,Delayed,Friday,2026-03-13 01:33:58,12,78,95,19,34,30,2022,3,1,Coffs Harbour Airport - CFS,1,0
KlHfnz,Edeline,Major,Female,40,Colombia,Subic Bay International Airport,PH,Philippines,AS,Asia,2022-12-09,SFS,Chan Longbottom,Delayed,Saturday,2026-03-13 23:42:13,4,23,18,46,68,63,2022,12,23,Subic Bay International Airport - SFS,1,0
b6zqNy,Lyell,Ambrosch,Male,41,Mauritius,Blackbushe Airport,GB,United Kingdom,EU,Europe,2022-02-07,BBS,Boony Aubrun,Cancelled,Saturday,2026-03-13 13:04:27,65,141,60,2,5,3,2022,2,13,Blackbushe Airport - BBS,0,1
Crm3HD,Doralynne,Arnull,Female,31,Madagascar,Steamboat Springs Bob Adams Field,US,United States,NAM,North America,2022-11-01,SBS,Agace Myner,Cancelled,Saturday,2026-03-13 06:07:32,23,54,77,80,101,97,2022,11,6,Steamboat Springs Bob Adams Field - SBS,0,1
ZGExkL,Gert,Kupisz,Female,82,Brazil,Great Bear Lake Airport,CA,Canada,NAM,North America,2022-03-13,DAS,Robinetta Fazzioli,Delayed,Sunday,2026-03-13 01:58:11,91,110,34,25,43,40,2022,3,1,Great Bear Lake Airport - DAS,1,0
xXX8nz,Oliy,Gollop,Female,48,France,Voinjama Airport,LR,Liberia,AF,Africa,2022-10-16,VOI,Gerrie Colisbe,On Time,Sunday,2026-03-13 09:34:22,8,17,92,58,79,76,2022,10,9,Voinjama Airport - VOI,0,0
yHc4lB,Kinsley,Ryburn,Male,2,Indonesia,Zachar Bay Seaplane Base,US,United States,NAM,North America,2022-09-23,KZB,Mariejeanne Regi,Delayed,Wednesday,2026-03-13 14:00:59,44,73,55,35,56,52,2022,9,14,Zachar Bay Seaplane Base - KZB,1,0
UIlDoT,Jesselyn,Larratt,Female,31,China,Summer Beaver Airport,CA,Canada,NAM,North America,2022-01-06,SUR,Bennie Arrighi,On Time,Thursday,2026-03-13 16:26:14,39,126,21,66,88,83,2022,1,16,Summer Beaver Airport - SUR,0,0
